ticket_id,customerID,tipo_ticket,sentimento
TKT-06496,5759-RCVCB,Técnico,Negativo
TKT-06497,5759-RCVCB,Cancelamento,Negativo
TKT-06498,6372-RFVNS,Dúvida Geral,Negativo
TKT-06499,6372-RFVNS,Cancelamento,Negativo
TKT-06500,2139-FQHLM,Técnico,Neutro
TKT-06501,1093-YSWCA,Dúvida Geral,Neutro
TKT-06502,8938-UMKPI,Dúvida Geral,Negativo
TKT-06503,8938-UMKPI,Dúvida Geral,Negativo
TKT-06504,0991-BRRFB,Dúvida Geral,Negativo
TKT-06505,3882-IYOIJ,Dúvida Geral,Positivo
TKT-06506,3882-IYOIJ,Técnico,Neutro
TKT-06507,8749-TZYEC,Cobrança,Neutro
TKT-06508,8749-TZYEC,Cobrança,Neutro
TKT-06509,3871-IKPYH,Cancelamento,Neutro
TKT-06510,3871-IKPYH,Técnico,Neutro
TKT-06511,3871-IKPYH,Cancelamento,Negativo
TKT-06512,3871-IKPYH,Cancelamento,Negativo
TKT-06513,3871-IKPYH,Cancelamento,Negativo
TKT-06514,6319-IEJWJ,Cancelamento,Negativo
TKT-06515,6319-IEJWJ,Cobrança,Negativo
TKT-06516,6319-IEJWJ,Técnico,Negativo
TKT-06517,6319-IEJWJ,Cancelamento,Negativo
TKT-06518,6319-IEJWJ,Cobrança,Negativo
TKT-06519,6319-IEJWJ,Cancelamento,Negativo
TKT-06520,9025-AOMKI,Técnico,Negativo
TKT-06521,9025-AOMKI,Cobrança,Neutro
TKT-06522,9025-AOMKI,Cancelamento,Neutro
TKT-06523,9025-AOMKI,Cancelamento,Negativo
TKT-06524,9025-AOMKI,Cancelamento,Negativo
TKT-06525,7964-YESJC,Técnico,Neutro
TKT-06526,7964-YESJC,Técnico,Neutro
TKT-06527,5275-SQEIZ,Cancelamento,Positivo
TKT-06528,5275-SQEIZ,Cancelamento,Negativo
TKT-06529,5275-SQEIZ,Cancelamento,Neutro
TKT-06530,5275-SQEIZ,Cancelamento,Negativo
TKT-06531,7716-YTYHG,Cancelamento,Negativo
TKT-06532,7716-YTYHG,Dúvida Geral,Negativo
TKT-06533,7716-YTYHG,Cancelamento,Negativo
TKT-06534,7950-XWOVN,Cobrança,Neutro
TKT-06535,7950-XWOVN,Dúvida Geral,Negativo
TKT-06536,4390-KYULV,Cancelamento,Negativo
TKT-06537,4390-KYULV,Cancelamento,Negativo
TKT-06538,4647-MUZON,Técnico,Neutro
TKT-06539,4647-MUZON,Dúvida Geral,Neutro
TKT-06540,8851-RAGOV,Dúvida Geral,Negativo
TKT-06541,8851-RAGOV,Técnico,Negativo
TKT-06542,1304-NECVQ,Cancelamento,Negativo
TKT-06543,5396-IZEPB,Cobrança,Positivo
TKT-06544,1729-VLAZJ,Cobrança,Negativo
TKT-06545,1729-VLAZJ,Dúvida Geral,Neutro
TKT-06546,8285-ABVLB,Dúvida Geral,Negativo
TKT-06547,8285-ABVLB,Cobrança,Neutro
TKT-06548,0701-TJSEF,Dúvida Geral,Positivo
TKT-06549,5712-VBOXD,Cobrança,Positivo
TKT-06550,6629-LADHQ,Cobrança,Positivo
TKT-06551,6629-LADHQ,Cobrança,Negativo
TKT-06552,8945-GRKHX,Cancelamento,Negativo
TKT-06553,8945-GRKHX,Dúvida Geral,Negativo
TKT-06554,8945-GRKHX,Cobrança,Neutro
TKT-06555,6959-UWKHF,Cancelamento,Negativo
TKT-06556,6959-UWKHF,Cancelamento,Negativo
TKT-06557,8720-RQSBJ,Técnico,Neutro
TKT-06558,4537-CIBHB,Dúvida Geral,Neutro
TKT-06559,3815-SLMEF,Cancelamento,Negativo
TKT-06560,5154-VEKBL,Cancelamento,Neutro
TKT-06561,4495-LHSSK,Cobrança,Neutro
TKT-06562,4495-LHSSK,Cobrança,Neutro
TKT-06563,5655-JSMZM,Técnico,Negativo
TKT-06564,5915-ANOEI,Cobrança,Neutro
TKT-06565,9861-PDSZP,Técnico,Positivo
TKT-06566,4505-EXZHB,Técnico,Negativo
TKT-06567,4505-EXZHB,Cancelamento,Negativo
TKT-06568,4505-EXZHB,Técnico,Negativo
TKT-06569,4505-EXZHB,Cancelamento,Negativo
TKT-06570,4505-EXZHB,Cobrança,Negativo
TKT-06571,4505-EXZHB,Cancelamento,Negativo
TKT-06572,7225-CBZPL,Cobrança,Positivo
TKT-06573,4587-VVTOX,Cancelamento,Positivo
TKT-06574,4587-VVTOX,Cancelamento,Negativo
TKT-06575,2019-HDCZY,Cobrança,Neutro
TKT-06576,4652-NNHNY,Técnico,Negativo
TKT-06577,4652-NNHNY,Cancelamento,Negativo
TKT-06578,8788-DOXSU,Dúvida Geral,Neutro
TKT-06579,8788-DOXSU,Técnico,Negativo
TKT-06580,8972-HJWNV,Dúvida Geral,Negativo
TKT-06581,8972-HJWNV,Técnico,Negativo
TKT-06582,8972-HJWNV,Cancelamento,Negativo
TKT-06583,8972-HJWNV,Técnico,Negativo
TKT-06584,8972-HJWNV,Cancelamento,Negativo
TKT-06585,8972-HJWNV,Cancelamento,Negativo
TKT-06586,3274-NSDWE,Dúvida Geral,Neutro
TKT-06587,2632-IVXVF,Dúvida Geral,Positivo
TKT-06588,5914-GXMDA,Dúvida Geral,Neutro
TKT-06589,5914-GXMDA,Cobrança,Neutro
TKT-06590,7463-IFMQU,Cobrança,Negativo
TKT-06591,7463-IFMQU,Dúvida Geral,Positivo
TKT-06592,2920-RNCEZ,Dúvida Geral,Neutro
TKT-06593,8515-OCTJS,Dúvida Geral,Neutro
TKT-06594,2860-RANUS,Cancelamento,Negativo
TKT-06595,5261-QSHQM,Cobrança,Negativo
TKT-06596,5261-QSHQM,Cancelamento,Negativo
TKT-06597,5261-QSHQM,Dúvida Geral,Negativo
TKT-06598,5261-QSHQM,Cancelamento,Negativo
TKT-06599,5261-QSHQM,Cancelamento,Negativo
TKT-06600,5261-QSHQM,Técnico,Positivo
TKT-06601,8868-WOZGU,Cancelamento,Negativo
TKT-06602,8868-WOZGU,Técnico,Negativo
TKT-06603,8868-WOZGU,Cobrança,Positivo
TKT-06604,8868-WOZGU,Cancelamento,Negativo
TKT-06605,1200-TUZHR,Técnico,Negativo
TKT-06606,1334-FJSVR,Cancelamento,Negativo
TKT-06607,1334-FJSVR,Dúvida Geral,Negativo
TKT-06608,1334-FJSVR,Cancelamento,Negativo
TKT-06609,1334-FJSVR,Dúvida Geral,Positivo
TKT-06610,1334-FJSVR,Cobrança,Negativo
TKT-06611,5884-FBCTL,Cobrança,Positivo
TKT-06612,7130-CTCUS,Dúvida Geral,Neutro
TKT-06613,7130-CTCUS,Dúvida Geral,Neutro
TKT-06614,6242-FEGFD,Dúvida Geral,Neutro
TKT-06615,7625-XCQRH,Cancelamento,Negativo
TKT-06616,7625-XCQRH,Dúvida Geral,Negativo
TKT-06617,7625-XCQRH,Cobrança,Positivo
TKT-06618,7625-XCQRH,Cancelamento,Negativo
TKT-06619,7625-XCQRH,Cancelamento,Negativo
TKT-06620,7625-XCQRH,Cancelamento,Negativo
TKT-06621,6194-HBGQN,Técnico,Positivo
TKT-06622,7634-WSWDB,Técnico,Neutro
TKT-06623,6986-IXNDM,Dúvida Geral,Neutro
TKT-06624,1731-TVIUK,Cancelamento,Negativo
TKT-06625,1731-TVIUK,Técnico,Negativo
TKT-06626,1731-TVIUK,Dúvida Geral,Negativo
TKT-06627,1731-TVIUK,Dúvida Geral,Neutro
TKT-06628,1731-TVIUK,Dúvida Geral,Positivo
TKT-06629,2987-BJXIK,Cobrança,Negativo
TKT-06630,9769-TSBZE,Dúvida Geral,Neutro
TKT-06631,0406-BPDVR,Cobrança,Neutro
TKT-06632,0406-BPDVR,Dúvida Geral,Negativo
TKT-06633,0406-BPDVR,Técnico,Neutro
TKT-06634,0406-BPDVR,Cancelamento,Negativo
TKT-06635,0618-XWMSS,Cancelamento,Negativo
TKT-06636,0618-XWMSS,Cancelamento,Negativo
TKT-06637,0618-XWMSS,Técnico,Negativo
TKT-06638,1395-WSWXR,Cobrança,Positivo
TKT-06639,1395-WSWXR,Dúvida Geral,Positivo
TKT-06640,6023-GSSXW,Dúvida Geral,Neutro
TKT-06641,6023-GSSXW,Dúvida Geral,Neutro
TKT-06642,5276-KQWHG,Cobrança,Negativo
TKT-06643,5276-KQWHG,Dúvida Geral,Negativo
TKT-06644,5276-KQWHG,Cancelamento,Negativo
TKT-06645,5276-KQWHG,Cancelamento,Negativo
TKT-06646,7446-KQISO,Cobrança,Neutro
TKT-06647,7446-KQISO,Cobrança,Neutro
TKT-06648,9823-EALYC,Cobrança,Neutro
TKT-06649,9823-EALYC,Técnico,Positivo
TKT-06650,5803-NQJZO,Técnico,Negativo
TKT-06651,2565-JSLRY,Cobrança,Negativo
TKT-06652,2565-JSLRY,Dúvida Geral,Negativo
TKT-06653,2565-JSLRY,Cancelamento,Negativo
TKT-06654,2607-DHDAK,Dúvida Geral,Negativo
TKT-06655,2607-DHDAK,Cobrança,Negativo
TKT-06656,1073-XXCZD,Cobrança,Negativo
TKT-06657,6689-KXGBO,Dúvida Geral,Negativo
TKT-06658,6689-KXGBO,Dúvida Geral,Neutro
TKT-06659,6689-KXGBO,Cobrança,Negativo
TKT-06660,6689-KXGBO,Cancelamento,Negativo
TKT-06661,6689-KXGBO,Cancelamento,Negativo
TKT-06662,9667-TKTVZ,Técnico,Neutro
TKT-06663,9667-TKTVZ,Cobrança,Neutro
TKT-06664,8570-KLJYJ,Dúvida Geral,Negativo
TKT-06665,2969-WGHQO,Cobrança,Positivo
TKT-06666,2969-WGHQO,Técnico,Neutro
TKT-06667,6615-NGGZJ,Técnico,Negativo
TKT-06668,4334-HOWRP,Técnico,Neutro
TKT-06669,4334-HOWRP,Dúvida Geral,Neutro
TKT-06670,4255-DDUOU,Cancelamento,Negativo
TKT-06671,4255-DDUOU,Cancelamento,Negativo
TKT-06672,4255-DDUOU,Cancelamento,Negativo
TKT-06673,4255-DDUOU,Cancelamento,Negativo
TKT-06674,5863-OOKCL,Cobrança,Neutro
TKT-06675,1686-STUHN,Cobrança,Neutro
TKT-06676,1686-STUHN,Dúvida Geral,Positivo
TKT-06677,1329-VHWNP,Cobrança,Positivo
TKT-06678,2984-MIIZL,Cancelamento,Negativo
TKT-06679,2984-MIIZL,Cancelamento,Negativo
TKT-06680,2984-MIIZL,Cancelamento,Positivo
TKT-06681,2984-MIIZL,Dúvida Geral,Negativo
TKT-06682,2984-MIIZL,Dúvida Geral,Neutro
TKT-06683,5590-YRFJT,Cancelamento,Negativo
TKT-06684,5590-YRFJT,Cancelamento,Negativo
TKT-06685,5590-YRFJT,Cancelamento,Negativo
TKT-06686,5590-YRFJT,Cobrança,Negativo
TKT-06687,5574-NXZIU,Técnico,Positivo
TKT-06688,4256-ZWTZI,Técnico,Neutro
TKT-06689,4256-ZWTZI,Cobrança,Neutro
TKT-06690,4098-NAUKP,Técnico,Neutro
TKT-06691,4098-NAUKP,Técnico,Positivo
TKT-06692,5196-WPYOW,Dúvida Geral,Neutro
TKT-06693,5196-WPYOW,Dúvida Geral,Negativo
TKT-06694,4608-LCIMN,Técnico,Neutro
TKT-06695,4608-LCIMN,Técnico,Positivo
TKT-06696,1485-YDHMM,Cobrança,Positivo
TKT-06697,1485-YDHMM,Técnico,Positivo
TKT-06698,4054-CUMIA,Cobrança,Neutro
TKT-06699,4054-CUMIA,Cobrança,Neutro
TKT-06700,0603-TPMIB,Dúvida Geral,Neutro
TKT-06701,0603-TPMIB,Dúvida Geral,Negativo
TKT-06702,8161-QYMTT,Cobrança,Positivo
TKT-06703,8161-QYMTT,Cobrança,Negativo
TKT-06704,5862-BRIXZ,Dúvida Geral,Positivo
TKT-06705,5404-GGUKR,Técnico,Neutro
TKT-06706,5404-GGUKR,Cobrança,Positivo
TKT-06707,3308-JSGML,Técnico,Neutro
TKT-06708,3308-JSGML,Dúvida Geral,Negativo
TKT-06709,3677-TNKIO,Cancelamento,Negativo
TKT-06710,3677-TNKIO,Dúvida Geral,Negativo
TKT-06711,2434-EEVDB,Dúvida Geral,Neutro
TKT-06712,6762-QVYJO,Cobrança,Neutro
TKT-06713,6762-QVYJO,Técnico,Negativo
TKT-06714,9667-EQRXU,Dúvida Geral,Positivo
TKT-06715,9667-EQRXU,Cobrança,Neutro
TKT-06716,9667-EQRXU,Cancelamento,Negativo
TKT-06717,9667-EQRXU,Cancelamento,Neutro
TKT-06718,7446-YPODE,Cobrança,Positivo
TKT-06719,4676-WLUHT,Cobrança,Negativo
TKT-06720,4676-WLUHT,Técnico,Negativo
TKT-06721,3329-WDIOK,Cobrança,Positivo
TKT-06722,3329-WDIOK,Técnico,Neutro
TKT-06723,3329-WDIOK,Cancelamento,Negativo
TKT-06724,3329-WDIOK,Cancelamento,Negativo
TKT-06725,3329-WDIOK,Cancelamento,Neutro
TKT-06726,3329-WDIOK,Técnico,Negativo
TKT-06727,7980-MHFLQ,Cobrança,Positivo
TKT-06728,2873-ZLIWT,Cancelamento,Negativo
TKT-06729,3415-TAILE,Cancelamento,Negativo
TKT-06730,3415-TAILE,Cancelamento,Negativo
TKT-06731,1915-IOFGU,Cancelamento,Neutro
TKT-06732,1915-IOFGU,Dúvida Geral,Neutro
TKT-06733,1915-IOFGU,Cobrança,Negativo
TKT-06734,1915-IOFGU,Cancelamento,Negativo
TKT-06735,1915-IOFGU,Técnico,Positivo
TKT-06736,3045-XETSH,Cobrança,Negativo
TKT-06737,3045-XETSH,Cancelamento,Negativo
TKT-06738,3045-XETSH,Cancelamento,Negativo
TKT-06739,3045-XETSH,Cancelamento,Positivo
TKT-06740,3045-XETSH,Cancelamento,Negativo
TKT-06741,7239-HZZCX,Cobrança,Negativo
TKT-06742,7239-HZZCX,Cobrança,Neutro
TKT-06743,4872-VXRIL,Cobrança,Neutro
TKT-06744,9938-TKDGL,Técnico,Positivo
TKT-06745,0531-ZZJWQ,Técnico,Positivo
TKT-06746,6537-QLGEX,Cobrança,Negativo
TKT-06747,6537-QLGEX,Dúvida Geral,Negativo
TKT-06748,2688-BHGOG,Dúvida Geral,Neutro
TKT-06749,7683-CBDKJ,Técnico,Negativo
TKT-06750,0946-CLJTI,Cancelamento,Neutro
TKT-06751,0946-CLJTI,Cancelamento,Negativo
TKT-06752,0946-CLJTI,Cobrança,Neutro
TKT-06753,0916-QOFDP,Cobrança,Neutro
TKT-06754,0916-QOFDP,Técnico,Neutro
TKT-06755,0628-CNQRM,Dúvida Geral,Negativo
TKT-06756,0628-CNQRM,Cancelamento,Neutro
TKT-06757,5606-AMZBO,Técnico,Positivo
TKT-06758,5606-AMZBO,Cobrança,Positivo
TKT-06759,7665-TOALD,Cobrança,Negativo
TKT-06760,0112-QWPNC,Técnico,Neutro
TKT-06761,0112-QWPNC,Cancelamento,Negativo
TKT-06762,0112-QWPNC,Cobrança,Negativo
TKT-06763,0112-QWPNC,Cancelamento,Positivo
TKT-06764,0324-BRPCJ,Técnico,Negativo
TKT-06765,2777-PHDEI,Cancelamento,Negativo
TKT-06766,2777-PHDEI,Dúvida Geral,Negativo
TKT-06767,2777-PHDEI,Dúvida Geral,Negativo
TKT-06768,2777-PHDEI,Cancelamento,Positivo
TKT-06769,2777-PHDEI,Cancelamento,Negativo
TKT-06770,2777-PHDEI,Cancelamento,Negativo
TKT-06771,5640-CAXOA,Dúvida Geral,Negativo
TKT-06772,3847-BAERP,Dúvida Geral,Negativo
TKT-06773,1196-AMORA,Cancelamento,Negativo
TKT-06774,1196-AMORA,Cancelamento,Negativo
TKT-06775,1196-AMORA,Cancelamento,Negativo
TKT-06776,1196-AMORA,Cancelamento,Negativo
TKT-06777,4282-YMKNA,Cancelamento,Negativo
TKT-06778,1453-RZFON,Técnico,Neutro
TKT-06779,1453-RZFON,Cobrança,Neutro
TKT-06780,8263-OKETD,Técnico,Neutro
TKT-06781,0670-KDOMA,Dúvida Geral,Neutro
TKT-06782,0670-KDOMA,Dúvida Geral,Negativo
TKT-06783,2476-YGEFM,Cobrança,Positivo
TKT-06784,8687-BAFGU,Técnico,Neutro
TKT-06785,8687-BAFGU,Cobrança,Positivo
TKT-06786,0641-EVBOJ,Dúvida Geral,Neutro
TKT-06787,0641-EVBOJ,Cobrança,Positivo
TKT-06788,0829-XXPLX,Cobrança,Neutro
TKT-06789,5356-RHIPP,Dúvida Geral,Negativo
TKT-06790,5356-RHIPP,Dúvida Geral,Negativo
TKT-06791,0608-JDVEC,Dúvida Geral,Positivo
TKT-06792,0608-JDVEC,Cobrança,Neutro
TKT-06793,1919-RTPQD,Dúvida Geral,Positivo
TKT-06794,3345-PBBFH,Técnico,Neutro
TKT-06795,5055-BRMNE,Técnico,Neutro
TKT-06796,9189-JWSHV,Cobrança,Negativo
TKT-06797,9189-JWSHV,Técnico,Negativo
TKT-06798,9189-JWSHV,Cancelamento,Negativo
TKT-06799,9189-JWSHV,Cobrança,Positivo
TKT-06800,9189-JWSHV,Dúvida Geral,Negativo
TKT-06801,2650-GYRYL,Dúvida Geral,Negativo
TKT-06802,2650-GYRYL,Cobrança,Positivo
TKT-06803,0746-JTRFU,Técnico,Neutro
TKT-06804,0746-JTRFU,Cancelamento,Positivo
TKT-06805,0746-JTRFU,Cancelamento,Negativo
TKT-06806,0746-JTRFU,Cancelamento,Negativo
TKT-06807,0746-JTRFU,Cancelamento,Neutro
TKT-06808,0746-JTRFU,Cancelamento,Neutro
TKT-06809,5208-FVQKB,Cobrança,Neutro
TKT-06810,5208-FVQKB,Técnico,Neutro
TKT-06811,6627-CFOSN,Cobrança,Negativo
TKT-06812,6627-CFOSN,Técnico,Positivo
TKT-06813,3982-JGSFD,Cobrança,Positivo
TKT-06814,7247-XOZPB,Cobrança,Positivo
TKT-06815,2466-FCCPT,Dúvida Geral,Neutro
TKT-06816,6211-WWLTF,Técnico,Neutro
TKT-06817,4826-TZEVA,Cobrança,Neutro
TKT-06818,4826-TZEVA,Técnico,Neutro
TKT-06819,6016-NXBNJ,Dúvida Geral,Negativo
TKT-06820,6016-NXBNJ,Cobrança,Negativo
TKT-06821,9138-EFSMO,Técnico,Positivo
TKT-06822,9138-EFSMO,Técnico,Neutro
TKT-06823,0576-WNXXC,Técnico,Negativo
TKT-06824,0576-WNXXC,Dúvida Geral,Negativo
TKT-06825,3452-GWUIN,Dúvida Geral,Negativo
TKT-06826,3452-GWUIN,Técnico,Positivo
TKT-06827,2716-GFZOR,Dúvida Geral,Neutro
TKT-06828,4628-CTTLA,Técnico,Negativo
TKT-06829,4628-CTTLA,Cobrança,Negativo
TKT-06830,4628-CTTLA,Cancelamento,Negativo
TKT-06831,4628-CTTLA,Cancelamento,Negativo
TKT-06832,3192-LNKRK,Cobrança,Positivo
TKT-06833,3192-LNKRK,Técnico,Positivo
TKT-06834,4439-YRNVD,Técnico,Neutro
TKT-06835,2876-VBBBL,Cancelamento,Negativo
TKT-06836,2876-VBBBL,Dúvida Geral,Negativo
TKT-06837,2876-VBBBL,Dúvida Geral,Positivo
TKT-06838,2876-VBBBL,Cancelamento,Neutro
TKT-06839,2876-VBBBL,Cancelamento,Neutro
TKT-06840,2876-VBBBL,Dúvida Geral,Negativo
TKT-06841,6834-NXDCA,Cancelamento,Negativo
TKT-06842,6834-NXDCA,Cancelamento,Negativo
TKT-06843,6834-NXDCA,Cancelamento,Negativo
TKT-06844,2208-UGTGR,Cobrança,Negativo
TKT-06845,3005-TYFRD,Técnico,Neutro
TKT-06846,8670-MEFCP,Técnico,Neutro
TKT-06847,5597-GLBUC,Cancelamento,Negativo
TKT-06848,5597-GLBUC,Dúvida Geral,Positivo
TKT-06849,7278-CKDNC,Técnico,Negativo
TKT-06850,7278-CKDNC,Cobrança,Negativo
TKT-06851,2748-MYRVK,Cancelamento,Negativo
TKT-06852,2748-MYRVK,Cancelamento,Positivo
TKT-06853,2969-VAPYH,Dúvida Geral,Negativo
TKT-06854,4822-YCXMX,Cancelamento,Negativo
TKT-06855,4822-YCXMX,Cobrança,Negativo
TKT-06856,4822-YCXMX,Cancelamento,Neutro
TKT-06857,4822-YCXMX,Cobrança,Negativo
TKT-06858,4822-YCXMX,Técnico,Negativo
TKT-06859,8474-UMLNT,Técnico,Negativo
TKT-06860,9821-POOTN,Técnico,Negativo
TKT-06861,9821-POOTN,Cancelamento,Negativo
TKT-06862,9821-POOTN,Cancelamento,Negativo
TKT-06863,9142-XMYJH,Cobrança,Neutro
TKT-06864,9142-XMYJH,Dúvida Geral,Neutro
TKT-06865,6559-ILWKJ,Cancelamento,Neutro
TKT-06866,6559-ILWKJ,Cancelamento,Negativo
TKT-06867,6559-ILWKJ,Cancelamento,Neutro
TKT-06868,0187-QSXOE,Dúvida Geral,Neutro
TKT-06869,2649-HWLYB,Técnico,Positivo
TKT-06870,5214-CHIWJ,Dúvida Geral,Neutro
TKT-06871,5214-CHIWJ,Cobrança,Neutro
TKT-06872,4229-CZMLL,Técnico,Negativo
TKT-06873,1685-VAYJF,Cobrança,Neutro
TKT-06874,1685-VAYJF,Dúvida Geral,Neutro
TKT-06875,8874-EJNSR,Dúvida Geral,Neutro
TKT-06876,6917-YACBP,Dúvida Geral,Neutro
TKT-06877,4223-WOZCM,Dúvida Geral,Positivo
TKT-06878,7030-FZTFM,Dúvida Geral,Neutro
TKT-06879,7030-FZTFM,Cobrança,Neutro
TKT-06880,9741-YLNTD,Técnico,Neutro
TKT-06881,5917-RYRMG,Cobrança,Neutro
TKT-06882,5917-RYRMG,Dúvida Geral,Positivo
TKT-06883,1194-BHJYC,Técnico,Positivo
TKT-06884,1194-BHJYC,Cobrança,Negativo
TKT-06885,3663-MITLP,Cancelamento,Negativo
TKT-06886,3663-MITLP,Dúvida Geral,Negativo
TKT-06887,3663-MITLP,Técnico,Neutro
TKT-06888,3663-MITLP,Dúvida Geral,Negativo
TKT-06889,3663-MITLP,Cancelamento,Positivo
TKT-06890,0906-QVPMS,Cobrança,Positivo
TKT-06891,0906-QVPMS,Dúvida Geral,Negativo
TKT-06892,9025-ZRPVR,Cancelamento,Neutro
TKT-06893,9025-ZRPVR,Cancelamento,Negativo
TKT-06894,9025-ZRPVR,Dúvida Geral,Negativo
TKT-06895,9025-ZRPVR,Cobrança,Positivo
TKT-06896,9025-ZRPVR,Cobrança,Neutro
TKT-06897,9025-ZRPVR,Cancelamento,Negativo
TKT-06898,1905-OEILC,Dúvida Geral,Neutro
TKT-06899,1905-OEILC,Cobrança,Neutro
TKT-06900,3285-UCQVC,Cancelamento,Neutro
TKT-06901,6248-BSHKG,Cobrança,Negativo
TKT-06902,4685-TFLLS,Dúvida Geral,Negativo
TKT-06903,3470-BTGQO,Técnico,Positivo
TKT-06904,8224-DWCKX,Técnico,Negativo
TKT-06905,5482-PLVPE,Cobrança,Negativo
TKT-06906,5482-PLVPE,Cancelamento,Neutro
TKT-06907,5482-PLVPE,Cancelamento,Negativo
TKT-06908,5482-PLVPE,Cancelamento,Neutro
TKT-06909,5482-PLVPE,Cancelamento,Negativo
TKT-06910,4553-DVPZG,Dúvida Geral,Positivo
TKT-06911,4553-DVPZG,Dúvida Geral,Neutro
TKT-06912,4902-OHLSK,Cancelamento,Neutro
TKT-06913,4902-OHLSK,Cancelamento,Negativo
TKT-06914,6917-IAYHD,Cobrança,Neutro
TKT-06915,6917-IAYHD,Cobrança,Negativo
TKT-06916,0495-ZBNGW,Dúvida Geral,Negativo
TKT-06917,8620-RJPZN,Dúvida Geral,Neutro
TKT-06918,8620-RJPZN,Cobrança,Positivo
TKT-06919,7572-KPVKK,Dúvida Geral,Positivo
TKT-06920,7572-KPVKK,Dúvida Geral,Neutro
TKT-06921,2357-COQEK,Cancelamento,Negativo
TKT-06922,7103-ZGVNT,Técnico,Positivo
TKT-06923,7103-ZGVNT,Técnico,Positivo
TKT-06924,3737-GCSPV,Técnico,Negativo
TKT-06925,3737-GCSPV,Cancelamento,Negativo
TKT-06926,7137-NAXML,Cobrança,Negativo
TKT-06927,7137-NAXML,Dúvida Geral,Positivo
TKT-06928,2428-ZMCTB,Cobrança,Neutro
TKT-06929,2961-VNFKL,Dúvida Geral,Neutro
TKT-06930,2961-VNFKL,Dúvida Geral,Neutro
TKT-06931,6963-KQYQB,Cobrança,Negativo
TKT-06932,6963-KQYQB,Dúvida Geral,Neutro
TKT-06933,5934-RMPOV,Dúvida Geral,Positivo
TKT-06934,5934-RMPOV,Cobrança,Neutro
TKT-06935,1207-BLKSA,Cobrança,Positivo
TKT-06936,1207-BLKSA,Dúvida Geral,Positivo
TKT-06937,4088-YLDSU,Cobrança,Negativo
TKT-06938,4088-YLDSU,Cancelamento,Negativo
TKT-06939,4088-YLDSU,Cancelamento,Negativo
TKT-06940,4088-YLDSU,Cancelamento,Negativo
TKT-06941,4088-YLDSU,Cancelamento,Negativo
TKT-06942,8316-BBQAY,Cobrança,Positivo
TKT-06943,1166-PQLGG,Dúvida Geral,Neutro
TKT-06944,1166-PQLGG,Dúvida Geral,Neutro
TKT-06945,4291-YZODP,Dúvida Geral,Neutro
TKT-06946,4395-PZMSN,Técnico,Neutro
TKT-06947,4395-PZMSN,Técnico,Neutro
TKT-06948,6427-FEFIG,Cobrança,Negativo
TKT-06949,6427-FEFIG,Dúvida Geral,Positivo
TKT-06950,0017-IUDMW,Cobrança,Positivo
TKT-06951,0017-IUDMW,Cobrança,Negativo
TKT-06952,9955-QOPOY,Técnico,Neutro
TKT-06953,9955-QOPOY,Cobrança,Neutro
TKT-06954,4385-ZKVNW,Técnico,Neutro
TKT-06955,5446-DKWYW,Técnico,Positivo
TKT-06956,5446-DKWYW,Cobrança,Neutro
TKT-06957,2034-CGRHZ,Técnico,Neutro
TKT-06958,2034-CGRHZ,Técnico,Positivo
TKT-06959,5797-APWZC,Cancelamento,Negativo
TKT-06960,5797-APWZC,Técnico,Negativo
TKT-06961,5797-APWZC,Cancelamento,Negativo
TKT-06962,5797-APWZC,Cobrança,Negativo
TKT-06963,5797-APWZC,Técnico,Neutro
TKT-06964,5797-APWZC,Dúvida Geral,Negativo
TKT-06965,3683-QKIUE,Cancelamento,Negativo
TKT-06966,3683-QKIUE,Cancelamento,Neutro
TKT-06967,3683-QKIUE,Dúvida Geral,Neutro
TKT-06968,4228-ZGYUW,Cancelamento,Negativo
TKT-06969,4228-ZGYUW,Técnico,Negativo
TKT-06970,4228-ZGYUW,Dúvida Geral,Positivo
TKT-06971,4228-ZGYUW,Técnico,Neutro
TKT-06972,2990-IAJSV,Técnico,Neutro
TKT-06973,8107-KNCIM,Dúvida Geral,Positivo
TKT-06974,8107-KNCIM,Técnico,Negativo
TKT-06975,9027-YFHQJ,Dúvida Geral,Positivo
TKT-06976,9027-YFHQJ,Cobrança,Negativo
TKT-06977,5176-LDKUH,Dúvida Geral,Neutro
TKT-06978,4644-OBGFZ,Cobrança,Neutro
TKT-06979,7926-IJOOU,Cobrança,Positivo
TKT-06980,6480-YAGIY,Dúvida Geral,Negativo
TKT-06981,6480-YAGIY,Técnico,Positivo
TKT-06982,5345-BMKWB,Cobrança,Positivo
TKT-06983,5345-BMKWB,Dúvida Geral,Neutro
TKT-06984,3519-ZKXGG,Dúvida Geral,Negativo
TKT-06985,3519-ZKXGG,Dúvida Geral,Negativo
TKT-06986,3519-ZKXGG,Cancelamento,Negativo
TKT-06987,3519-ZKXGG,Dúvida Geral,Positivo
TKT-06988,5457-COLHT,Técnico,Positivo
TKT-06989,6416-TVAIH,Cobrança,Neutro
TKT-06990,5108-ADXWO,Cancelamento,Negativo
TKT-06991,5108-ADXWO,Dúvida Geral,Negativo
TKT-06992,5108-ADXWO,Cancelamento,Negativo
TKT-06993,5108-ADXWO,Cancelamento,Negativo
TKT-06994,5108-ADXWO,Dúvida Geral,Negativo
TKT-06995,7998-WNZEM,Técnico,Neutro
TKT-06996,3066-RRJIO,Técnico,Neutro
